@relation corpus_tweets_t1
@attribute text string
@attribute opinion {+,-,=}
@data
"<s> HASHTAG delphine batho linsoumise tombe haut NEUTRE lancienne ministre lcologie u URL </s> ", =
"<s> rt PSEUDO HASHTAG recevoir HASHTAG NEUTRE rchauffement climatique URL </s> ", =
"<s> lexprience politique lcologie URL </s> ", =
"<s> PSEUDO PSEUDO faudra HASHTAG lcologie taxe sens </s> ", +
"<s> HASHTAG PSEUDO PSEUDO font chier NEUTRE cologie punitives mme NEUTRE mettre NEUTRE </s> ", -
"<s> sgolne royal ministre lecologie dun gouvernement dcid faire nol mamre jour </s> ", =
"<s> HASHTAG HASHTAG a dborde lunit traitement dchets </s> ", =
"<s> financement participatif banques sinvitent lcosystme crowdfunding URL HASHTAG </s> ", +
"<s> PSEUDO ds lHASHTAG pblm temps zro fois HASHTAG HASHTAG HASHTAG HASHTAG URL </s> ", =
"<s> PSEUDO HASHTAG dveloppement durable camions rouler payer gouvernement HASHTAG bravo </s> ", +
"<s> dcouvrir propositions social ecologie PSEUDO HASHTAG PSEUDO URL </s> ", =
"<s> applique crowdfunding dveloppement durable URL </s> ", +
"<s> PSEUDO sarkolatres parlent dcologie NEG POS dbat gaz schiste osent tout </s> ", -
"<s> ubi france rencontres daffaires secteur it lcosystme startups bulgares li URL agenda </s> ", =
"<s> HASHTAG sgolne royal enterre lcotaxe URL </s> ", -
"<s> HASHTAG lautoroute dmagogie URL </s> ", =
"<s> PSEUDO pris seule dcision simposait concernant HASHTAG lcologie doit punitive HASHTAG </s> ", +
"<s> HASHTAG premire unit dpollution traitement dchets runion URL URL </s> ", =
"<s> lauxois HASHTAG HASHTAG couvre doliennes lien NEUTRE nouvelobs URL HASHTAG </s> ", +
"<s> sciences NEUTRE empereur victime rchauffement climatique URL HASHTAG </s> ", -
"<s> al monitor energie energies renouvelables HASHTAG legypte vise produire nergie partir URL </s> ", +
"<s> HASHTAG HASHTAG ccda changement climatique opportunit dveloppe URL URL </s> ", =
"<s> PSEUDO changement climatique compagnies ptrolires pourraient poursuivies bonne nouvelle </s> ", +
"<s> HASHTAG HASHTAG mentongroupement valeor sasusma sa services traitement dli traitement dchets mnager URL </s> ", =
"<s> labandon lcotaxe oblige contribuable dbourser md NEUTRE ecomouv hausse gazole cest lcologie punitive </s> ", -
"<s> PSEUDO PSEUDO PSEUDO lcologie laffaire </s> ", =
"<s> PSEUDO capotes hmhm issues rchauffement climatique ceci na sens jai combo </s> ", =
"<s> PSEUDO lecologie mafia largent sale nergies propres </s> ", -
"<s> dt cecileduflot rt PSEUDO PSEUDO ancienne ministre lecologie dpute colog URL </s> ", =
"<s> PSEUDO PSEUDO PSEUDO PSEUDO refus lcologie NEUTRE </s> ", -
"<s> lappel dair lnergie solaire tendance lautoconsommation vastes toitures pouv URL </s> ", +
"<s> suppression HASHTAG NEUTRE cologie HASHTAG rime dmagogie POS routiers coter POS </s> ", -
"<s> leguardian associations cologistes remportent gestion eco URL </s> ", +
"<s> parlant dcologie punitive royal croit trouv bon NEUTRE dessert lcologie sciant branche assise PSEUDO </s> ", -
"<s> PSEUDO lcotaxe on prive moyens NEG changement climatique gouvernement manque vision </s> ", -
"<s> PSEUDO PSEUDO PSEUDO monde fou changement climatique </s> ", -
"<s> suppression HASHTAG mais maldiction NEG france appuie pire ministres HASHTAG histoire </s> ", -
"<s> jai mis qql def dveloppement durable </s> ", =
"<s> PSEUDO ns crdible alliez affaire blanchi haine loign cologie NEG </s> ", -
"<s> snat corbeille maris centristes remplie vive centre POS amies courage URL </s> ", +
"<s> sgolne ouvre voie royale transporteurs eco taxes soon die URL PSEUDO </s> ", =
"<s> photos jouets carton latelier soi jouets cologiques dcorer soimme plusieurs URL </s> ", =
"<s> france lcologie vu pieux prsident vieux </s> ", +
"<s> lcologie nest ny droite gauche dcologie transfert NEUTRE NEUTRE lcologie PSEUDO </s> ", =
"<s> comprends ministre lcologieelle sembleHASHTAG HASHTAG </s> ", -
"<s> cologie bonjour </s> ", =
"<s> PSEUDO dautant quil pleut quau niveau nergie solaire NEUTRE matinal </s> ", +
"<s> centrales solaires belvzet gard mwc puissance cumule URL PSEUDO </s> ", =
"<s> panneaux solaires angleterre vu </s> ", =
"<s> HASHTAG mali me confrence parties changement climatique ouest africains POS serr URL </s> ", =
"<s> cologistes flicits linterdiction lutilisation NEUTRE plastique approuv conseil URL </s> ", +
"<s> HASHTAG ministre lcologie hausse gasoil cest responsabilit </s> ", -
"<s> mdecine pire ennemis lhumanit seule lcologie sauvera </s> ", -
"<s> nouvel observateur franais chauffer URL HASHTAG </s> ", -
"<s> lapprentissage lcologie lcole nest luxe cest ncessit importante langues trangres </s> ", +
"<s> dvelopper mesures cologiques france monter arme singes effraie gouvernement </s> ", -
"<s> HASHTAG qucologie rime france taxes gauche marchera pas NEUTRE verte doit compense </s> ", -
"<s> oliennes NEG pffff </s> ", =
"<s> oloron vautour captur URL HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG </s> ", =
"<s> jattends curiosit impatience solution alternative lHASHTAG lcologie doit punitive fictive </s> ", -
"<s> investissements ds HASHTAG HASHTAG pr NEUTRE NEG nergtique URL URL </s> ", +
"<s> sgolne HASHTAG une parti revenus lHASHTAG NEUTRE entreprise prive italienne HASHTAG HASHTAG super dfense HASHTAG </s> ", -
"<s> salamandre revue curieux nature PSEUDO URL </s> ", =
"<s> octobre NEUTRE europenne daction NEUTRE HASHTAG ceta tisa HASHTAG manifestation place terre duc h URL </s> ", =
"<s> octobre NEUTRE HASHTAG ceta tisa HASHTAG manifestation place terre duc h URL URL </s> ", =
"<s> cologie pleut ville NEUTRE milliers voitures HASHTAG HASHTAG </s> ", =
"<s> octobre NEUTRE HASHTAG ceta tisa HASHTAG manifestation place terre duc h URL URL HASHTAG </s> ", =
"<s> PSEUDO POS deffet rchauffement climatique mditerrane </s> ", =
"<s> nicolas stern NEG rchauffement nest lennemie POS URL HASHTAG HASHTAG </s> ", +
"<s> NEUTRE suivi dtiage driee iledefrance URL </s> ", =
"<s> suspension lcotaxe sgolne royal payer socits dautoroute ministre lcologie souhaite prlever sur </s> ", -
"<s> HASHTAG PSEUDO publie mode demploi POS dautorisation PSEUDO URL </s> ", +
"<s> conscience paix soleil rchauffement climatique URL </s> ", +
"<s> PSEUDO PSEUDO cest lintrt gnral lcologie sacrifi profit intrts particuliers routiers </s> ", =
"<s> perception errone mesure continu NEUTRE dveloppement secteurs leau des URL </s> ", -
"<s> lunit dveloppement equipements solaires udes centre dveloppement energies renouvelables URL </s> ", =
"<s> HASHTAG HASHTAG soitec silicon inauguration dune centrale solaire portugal soi URL URL </s> ", +
"<s> dialogue doit primer lHASHTAG accepte mthode PSEUDO continuit grenelle HASHTAG </s> ", =
"<s> HASHTAG HASHTAG stratgie dveloppement durable villes URL </s> ", =
"<s> leau coquartiers enseignements lappel projets wikhydro URL </s> ", =
"<s> rendezvous jours NEUTRE dcouverte lac dHASHTAG cosystme lac en URL </s> ", =
"<s> projets HASHTAG citoyens lPSEUDO URL </s> ", =
"<s> global warming in minutes comprendre rchauffement climatique minutes URL PSEUDO </s> ", =
"<s> philippines an supertyphon haiyan place reforestation URL POS lunion force </s> ", =
"<s> assises nergies renouvelables rcupration milieu urbain URL </s> ", =
"<s> analyse NEUTRE emplois oliens france tude france energie eolienne observatoire olien URL </s> ", =
"<s> aquavit manipulation voquant gaz schiste projet gothermie la PSEUDO HASHTAG HASHTAG </s> ", =
"<s> rt PSEUDO leau coquartiers enseignements lappel projets wikhydro URL </s> ", =
"<s> lHASHTAG HASHTAG enseignements lappel projets URL </s> ", =
"<s> concevoir HASHTAG tenant NEUTRE lvolution HASHTAG URL </s> ", +
"<s> POS NEUTRE PSEUDO rimer ecologie taxes dgoutez franais lcologie </s> ", -
"<s> HASHTAG lharmonisation HASHTAG europenne HASHTAG article URL lire URL </s> ", =
"<s> ministre lecologie sgolne royal annonce suspension sine_die lcotaxe URL </s> ", -
"<s> PSEUDO PSEUDO PSEUDO PSEUDO non voyance future ministre lcologie nouveau gouvernement rose rouge NEUTRE </s> ", -
"<s> NEUTRE projets PSEUDO cerema note dossiers dposs dernires semaines dossiers tactis URL </s> ", =
"<s> comprendre changement climatique mn pnlope bagieu URL HASHTAG HASHTAG </s> ", +
"<s> PSEUDO merci startup franaise HASHTAG fourni badges cologiques pr lvnement HASHTAG </s> ", +
"<s> jai gagn points can knockdown centrale lectrique URL URL </s> ", +
"<s> HASHTAG lacidification ocans sacclre URL </s> ", -
"<s> sgolne royal lcologie HASHTAG morte HASHTAG </s> ", -
"<s> traitement dchets lectroniques rve lre industrielle economie NEUTRE lle runion URL </s> ", =
"<s> HASHTAG lHASHTAG sortie gagnante rfrendum lindpendance URL PSEUDO HASHTAG </s> ", +
"<s> PSEUDO souligne labsence POS projet loi HASHTAG HASHTAG </s> ", =
"<s> PSEUDO question changement climatique POS vital lhumanit devons relever HASHTAG </s> ", +
"<s> eco gr cologistes associations cologistes contrleront NEUTRE eco derni URL </s> ", =
"<s> numerama eco gr cologistes associations cologistes contrleront NEUTRE eco URL </s> ", =
"<s> banques sinvitent lcosystme crowdfunding URL </s> ", +
"<s> PSEUDO affaire suivre lcologie nen qu balbutiements lhistoire retiendra gosmes nationaux </s> ", =
"<s> soitec inauguration dune centrale solaire portugal URL </s> ", +
"<s> qualit dveloppement durable hall expo certifi iso iso URL PSEUDO URL </s> ", =
"<s> PSEUDO PSEUDO HASHTAG poubelleainsi prie vouloir conomie dchets toxiques </s> ", -
"<s> NEUTRE HASHTAG nergies renouvelables URL HASHTAG sociale PSEUDO HASHTAG </s> ", =
"<s> eco gr cologistes HASHTAG HASHTAG URL PSEUDO URL </s> ", =
"<s> suspension cotaxe royal justifie lassemble ministre lecologie sgolne royal ju URL </s> ", -
"<s> PSEUDO imagines prolifreraient tuerais lcosystme </s> ", -
"<s> HASHTAG royal porte NEG grce lcotaxe URL </s> ", +
"<s> transition nergtique pilule bleue pilule rouge no URL PSEUDO </s> ", =
"<s> PSEUDO quand ouvres bouche gaz effet serre PSEUDO HASHTAG </s> ", =
"<s> verrons prochainement cours dveloppement durable URL </s> ", =
"<s> HASHTAG PSEUDO dcid bruler portique HASHTAG apprenant PSEUDO rencontre PSEUDO NEUTRE HASHTAG </s> ", =
"<s> HASHTAG dputs vot lobjectif monte puissance nergies renouvelables mix nergtique URL </s> ", +
"<s> lunesco mise HASHTAG HASHTAG durable PSEUDO URL </s> ", =
"<s> dispositif labellisation permet dtablir fondations dveloppement durable profession URL HASHTAG </s> ", +
"<s> PSEUDO non raison environnementalistes cr nouveaux tabous </s> ", -
"<s> premier NEUTRE civil biocarburant URL falcon canada </s> ", =
"<s> titre NEUTRE rtPSEUDO premire plnire les cosystmes territoriaux moteurs transition nergtique </s> ", =
"<s> HASHTAG dputs vot lobjectif rduire missions gaz effet NEUTRE NEUTRE URL </s> ", +
"<s> jeanluc bennahmias tacl ccile duflot libration PSEUDO URL </s> ", =
"<s> interpol NEG divoire URL PSEUDO HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG </s> ", -
"<s> HASHTAG lancienne ministre lcologie PSEUDO ragit renoncement cologique PSEUDO URL PSEUDO </s> ", =
"<s> lobbys transport routier fnsea nuisibles avances cologiques politiques pays faudra dtruire </s> ", -
"<s> ecotaxe royal comprend raction cologistes URL </s> ", +
"<s> PSEUDO chauffage POS polluant POS dcologie tt particules fines ns ennuient </s> ", =
"<s> sacs NEUTRE interdits URL PSEUDO HASHTAG HASHTAG HASHTAG HASHTAG </s> ", -
"<s> PSEUDO chaleur proviennent avc NEG centrales POS dallemagne suede norvege disant cologique </s> ", =
"<s> annoncer salon environnement dveloppement durable bio URL </s> ", =
"<s> lorraine dveloppement durable monde extraordinaire champignons URL </s> ", +
"<s> erik grab notre stratgie cest dveloppement durable intgrant performance financire PSEUDO HASHTAG </s> ", =
"<s> HASHTAG briquettes HASHTAG combustible NEUTRE dnergie HASHTAG URL PSEUDO </s> ", =
"<s> consultation publique rappelons NEUTRE POS face NEUTRE klaxonant URL </s> ", =
"<s> PSEUDO affect lentretien rseau routier POS lcologie PSEUDO </s> ", +
"<s> PSEUDO lcotaxe on prive moyens NEG changement climatique gouvernement manque vision </s> ", -
"<s> bienvenue NEUTRE lecologie rgionale mer PSEUDO URL URL </s> ", +
"<s> PSEUDO dynamos oliennes stockent lnergie produite cest domage </s> ", -
"<s> article top PSEUDO startup franaises branches cologie HASHTAG URL URL </s> ", +
"<s> garde nuclaire cest conomies lnergtique nergies renouvelables ntant rentables </s> ", -
"<s> pression gaz schiste ministre lecologie tudie permis dexploration URL HASHTAG HASHTAG </s> ", =
"<s> glaciation solidarits humaines accompagne rchauffement climatique </s> ", =
"<s> POS autoroutes font raler francais cologistes pourront rivaliser </s> ", -
"<s> bricqbathomartinroyal ministres lcologie ans demipas tonnant politique gvt illisible HASHTAG HASHTAG </s> ", -
"<s> HASHTAG la loi transition nergtique nest basculement changement dair quon pouvait URL </s> ", =
"<s> manque construction HASHTAG dmarre PSEUDO meilleure ministre lcologie longtemps HASHTAG </s> ", +
"<s> HASHTAG adoption art loi HASHTAG rduction part nuclaire vote premire victoire dun NEUTRE combat cologiste </s> ", +
"<s> PSEUDO PSEUDO PSEUDO je nai entendu claironner celajai tjrs entendu quelle voulait ecologie punitive </s> ", -
"<s> exemples dactions dagendas locaux ministre dveloppement durable PSEUDO URL </s> ", =
"<s> novation nerg tique lhonneur te nergie URL </s> ", +
"<s> gaz schiste ministre lecologie tudie permis dexploration URL </s> ", =
"<s> sommet peuples face changement climatique monde habitable justice climatique confre URL </s> ", =
"<s> data centers cosystmes URL </s> ", =
"<s> HASHTAG poubelles vont coter communes URL </s> ", -
"<s> cologie raisons desprer URL HASHTAG HASHTAG URL </s> ", =
"<s> sil dputs cologistes quest transition NEUTRE pass prparer lavenir URL HASHTAG </s> ", =
"<s> senegalespagne agriculture nergies renouvelables centre forum conomique URL </s> ", +
"<s> HASHTAG signataire dclaration changement climatique URL </s> ", +
"<s> HASHTAG cologie raisons desprer pas replay NEUTRE publie NEUTRE URL HASHTAG </s> ", =
"<s> solaire centrale dalcoutim mwc quipe systmes cpv inaugure NEUTRE portugal URL </s> ", +
"<s> PSEUDO qu ecologie pourriez tenir jours NEUTRE renoncement HASHTAG </s> ", =
"<s> itmag replay HASHTAG lcosystme update URL </s> ", +
"<s> nuclaire dputs vot rduction production URL HASHTAG </s> ", +
"<s> top story financement participatif banques sinvitent lcosystme URL see more URL </s> ", +
"<s> lHASHTAG HASHTAG suppressions demplois NEG social greenwashing URL </s> ", -
"<s> bastamag gaz schiste ministre lecologie tudie permis dexploration sgolne royal avoi URL </s> ", =
"<s> dputs vot lobjectif rduire missions gaz effet NEUTRE NEUTRE URL HASHTAG </s> ", +
"<s> energie dputs votent rduction part nuclaire ctait promesse franois hollande URL </s> ", +
"<s> royal justifie suspension lcotaxe dputs libration PSEUDO URL </s> ", +
"<s> suspension lcotaxe cosse eelv scandalise emmanuelle cosse NEUTRE nationale deurope cologiele URL </s> ", -
"<s> PSEUDO combustion optimum particules fines mises composes sels alcalins nocifs </s> ", +
"<s> PSEUDO combustion qualit combustible NEG propre quantits particules fines mises rduites nocives </s> ", =
"<s> HASHTAG HASHTAG penchent traitement dchets URL </s> ", +
"<s> PSEUDO domestiqueen ete chaufage domestique larrt seul centrales NEUTRE continuent tournes </s> ", =
"<s> PSEUDO osent ces cons chasseurs NEUTRE ecologiej hallucineseul onf devrait NEG ecologie </s> ", -
"<s> consultation publique permis NEUTRE de cezy gaz shiste POS communes lyonne URL </s> ", =
"<s> stade rumeur nvoque nom lela future ministre lenvironnement HASHTAG dveloppement durable HASHTAG </s> ", =
"<s> PSEUDO combustion propre sauf nuclaire ds cas prcis cest stockage dchet polluants </s> ", -
"<s> energie solaire blaise compaor NEUTRE ralisations socit speedtech energy taipei HASHTAG URL </s> ", +
"<s> rt PSEUDO chaire hydrolike cration dun NEUTRE dexcellence NEUTRE lHASHTAG URL </s> ", +
"<s> nergies renouvelables positives climat lenvironnement gnral URL </s> ", +
"<s> rotatives monde cologie renoncements hollande URL </s> ", =
"<s> HASHTAG transition nergtique suivez livetweet storify URL HASHTAG HASHTAG </s> ", =
"<s> to read rt PSEUDO gaz schiste ministre lecologie tudie permis dexploration URL </s> ", =
"<s> intressant PSEUDO HASHTAG schiste ministre lecologie tudie permis dexploration URL HASHTAG </s> ", +
"<s> bouygues energies services met drone multitche PSEUDO URL </s> ", =
"<s> actualit vido villes futur construisent yeux URL </s> ", +
"<s> eco nom NEUTRE revient mains environnementalistes HASHTAG HASHTAG PSEUDO URL </s> ", =
"<s> bastamag gaz schiste ministre lecologie tudie permis dexploration URL </s> ", =
"<s> lHASHTAG vote rduction part HASHTAG dici URL HASHTAG HASHTAG HASHTAG HASHTAG </s> ", +
"<s> lue effectue inspections secteur biocarburant URL </s> ", =
"<s> cool vient voter rchauffement climatique nom lcologie </s> ", +
"<s> commission enqute filre biothanol commission europenne annonc quelle me URL HASHTAG </s> ", =
"<s> HASHTAG HASHTAG lacampagne locatlas penchent traitement dchets URL </s> ", +
"<s> mlyon sgolne royal attendue lyon mercredi ans cnr ministre lecologie actuelle URL </s> ", =
"<s> ecotaxe victoire personnelle sgolne royal chos chosecotaxe vic URL HASHTAG HASHTAG HASHTAG </s> ", =
"<s> temprature augmente rchauffement climatique </s> ", +
"<s> cotaxe sgolne royal sattaque socits dautoroute ennemie jure lcologie punitive sgoln URL </s> ", -
"<s> HASHTAG fin lcotaxe lallgeance NEUTRE URL </s> ", +
